"sema_id","int","ctrl","relax2","exp1","rumi2","reap1","dist2","sup1","PSS","NA."
"3250",20,80,0,0,70,0,50,48,2.5,4.90909090909091
"3250",30,0,0,0,0,60,70,100,2.5,4.90909090909091
"3250",10,100,0,0,0,0,0,30,2.5,4.90909090909091
"3250",0,100,70,0,0,0,0,0,2.5,4.90909090909091
"3250",65,45,0,70,100,60,0,25,2.5,4.90909090909091
"3250",NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.90909090909091
"3250",30,0,0,55,0,45,0,100,2.5,4.90909090909091
"3250",60,100,15,43,78,74,87,100,2.5,4.90909090909091
"3250",85,80,0,100,100,0,0,0,2.5,4.90909090909091
"3250",70,75,0,71,70,0,0,0,2.5,4.90909090909091
"3250",79,1,0,36,100,0,82,0,2.5,4.90909090909091
"3250",67,81,36,75,63,6,63,62,2.5,4.90909090909091
"3250",70,0,0,53,57,27,0,0,2.5,4.90909090909091
"3250",21,60,0,0,63,0,63,45,2.5,4.90909090909091
"3250",28,47,5,8,23,2,11,25,2.5,4.90909090909091
"3250",75,79,17,23,73,23,82,80,2.5,4.90909090909091
"3250",NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.90909090909091
"3250",12,17,9,24,77,29,82,28,2.5,4.90909090909091
"3250",NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.90909090909091
"3250",15,28,0,62,74,25,67,84,2.5,4.90909090909091
"3250",25,3,0,76,78,18,73,0,2.5,4.90909090909091
"3250",4,85,5,17,59,17,26,25,2.5,4.90909090909091
"3250",9,88,5,2,76,9,12,2,2.5,4.90909090909091
"3250",0,100,61,0,70,70,100,0,2.5,4.90909090909091
"3250",29,42,10,57,75,63,79,45,2.5,4.90909090909091
"3250",41,9,17,29,77,28,30,26,2.5,4.90909090909091
"3250",4,18,0,12,67,28,39,35,2.5,4.90909090909091
"3250",21,27,17,36,69,25,26,85,2.5,4.90909090909091
"3250",NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.90909090909091
"3250",NA,NA,NA,NA,NA,NA,NA,NA,2.5,4.90909090909091
"3250",25,21,62,36,31,46,78,83,2.5,4.90909090909091
"3250",72,30,27,28,79,28,53,82,2.5,4.90909090909091
"3250",62,25,20,64,86,34,74,46,2.5,4.90909090909091
"3250",27,30,23,64,67,38,67,44,2.5,4.90909090909091
"3250",76,11,9,42,66,35,30,80,2.5,4.90909090909091
"3250",31,19,20,40,76,34,71,76,2.5,4.90909090909091
"3250",22,36,12,41,60,47,5,26,2.5,4.90909090909091
"3250",30,71,28,32,71,67,64,59,2.5,4.90909090909091
"295566",60,0,0,57,100,24,0,0,0.5,3
"295566",5,27,0,56,63,0,0,0,0.5,3
"295566",9,0,0,26,25,0,0,0,0.5,3
"295566",42,40,0,0,0,0,61,0,0.5,3
"295566",71,0,0,63,73,0,0,0,0.5,3
"295566",7,0,0,0,8,0,84,0,0.5,3
"295566",1,65,0,0,65,50,73,0,0.5,3
"295566",7,100,0,0,65,50,72,0,0.5,3
"295566",5,18,0,0,68,0,66,0,0.5,3
"295566",8,66,0,0,60,61,58,0,0.5,3
"295566",15,0,0,0,100,0,0,0,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",4,0,0,0,70,0,0,0,0.5,3
"295566",27,47,0,0,0,44,0,0,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",12,0,0,61,76,8,62,0,0.5,3
"295566",80,24,0,61,63,0,0,0,0.5,3
"295566",65,0,0,0,0,0,0,0,0.5,3
"295566",17,0,0,0,0,0,67,0,0.5,3
"295566",1,48,0,0,21,0,52,0,0.5,3
"295566",2,0,0,0,3,0,70,0,0.5,3
"295566",31,72,0,69,77,0,0,26,0.5,3
"295566",1,70,0,0,0,0,0,0,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",72,24,0,0,62,25,71,0,0.5,3
"295566",2,0,0,0,67,22,0,0,0.5,3
"295566",2,68,0,0,68,72,72,0,0.5,3
"295566",16,79,0,82,0,0,72,0,0.5,3
"295566",33,27,0,0,66,62,18,14,0.5,3
"295566",20,12,0,0,65,18,71,0,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",22,63,0,0,70,70,0,0,0.5,3
"295566",33,0,0,26,26,70,65,0,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",6,16,4,13,9,66,69,0,0.5,3
"295566",1,84,0,14,53,59,67,24,0.5,3
"295566",6,81,0,10,6,23,67,19,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",21,50,0,58,32,25,58,21,0.5,3
"295566",3,78,0,64,16,68,75,0,0.5,3
"295566",8,71,0,75,4,75,73,0,0.5,3
"295566",59,80,0,57,70,0,18,0,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",20,70,0,0,0,16,67,0,0.5,3
"295566",24,39,0,66,64,25,58,0,0.5,3
"295566",4,84,0,77,28,0,75,17,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"295566",NA,NA,NA,NA,NA,NA,NA,NA,0.5,3
"445779",73,42,34,36,38,40,70,66,1.75,4.18181818181818
"445779",70,56,38,73,42,38,68,48,1.75,4.18181818181818
"445779",64,65,NA,33,NA,NA,NA,NA,1.75,4.18181818181818
"445779",65,62,68,72,70,27,69,36,1.75,4.18181818181818
"445779",36,71,19,24,69,19,84,68,1.75,4.18181818181818
"445779",38,70,34,68,24,82,93,80,1.75,4.18181818181818
"445779",NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.18181818181818
"445779",69,74,27,63,69,23,72,85,1.75,4.18181818181818
"445779",21,66,26,69,60,39,86,82,1.75,4.18181818181818
"445779",32,80,18,27,65,75,75,66,1.75,4.18181818181818
"445779",25,70,29,29,33,30,84,87,1.75,4.18181818181818
"445779",62,62,65,21,78,29,64,60,1.75,4.18181818181818
"445779",69,33,23,23,70,69,94,81,1.75,4.18181818181818
"445779",64,79,2,61,75,25,72,70,1.75,4.18181818181818
"445779",60,75,19,31,22,84,85,83,1.75,4.18181818181818
"445779",50,68,77,70,69,77,72,75,1.75,4.18181818181818
"445779",35,65,27,62,71,29,91,95,1.75,4.18181818181818
"445779",59,69,24,93,52,68,92,85,1.75,4.18181818181818
"445779",34,80,28,32,86,75,85,78,1.75,4.18181818181818
"445779",64,76,14,73,22,75,99,70,1.75,4.18181818181818
"445779",28,72,17,23,37,21,76,32,1.75,4.18181818181818
"445779",76,69,48,32,80,44,98,72,1.75,4.18181818181818
"445779",76,75,29,79,69,20,85,83,1.75,4.18181818181818
"445779",69,64,36,70,88,24,100,90,1.75,4.18181818181818
"445779",79,73,15,80,89,94,28,94,1.75,4.18181818181818
"445779",34,30,35,72,31,27,71,84,1.75,4.18181818181818
"445779",83,74,25,37,63,63,83,65,1.75,4.18181818181818
"445779",71,73,25,21,71,75,85,34,1.75,4.18181818181818
"445779",65,81,29,80,30,26,80,79,1.75,4.18181818181818
"445779",60,59,60,76,66,60,87,77,1.75,4.18181818181818
"445779",79,78,32,79,72,70,82,72,1.75,4.18181818181818
"445779",65,26,34,56,37,30,84,80,1.75,4.18181818181818
"445779",34,35,31,70,34,33,78,78,1.75,4.18181818181818
"445779",64,19,19,20,87,25,74,80,1.75,4.18181818181818
"445779",68,58,22,71,33,21,74,71,1.75,4.18181818181818
"445779",NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.18181818181818
"445779",62,33,27,22,27,28,80,86,1.75,4.18181818181818
"445779",67,23,25,33,31,27,73,79,1.75,4.18181818181818
"445779",72,27,34,34,38,36,72,38,1.75,4.18181818181818
"445779",69,80,26,75,77,76,75,74,1.75,4.18181818181818
"445779",38,39,34,69,77,36,84,73,1.75,4.18181818181818
"445779",45,64,29,76,70,36,76,69,1.75,4.18181818181818
"445779",36,23,27,74,29,23,77,73,1.75,4.18181818181818
"445779",68,29,23,36,32,75,79,79,1.75,4.18181818181818
"445779",63,28,28,91,84,79,84,77,1.75,4.18181818181818
"445779",NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.18181818181818
"445779",67,40,28,35,38,71,86,72,1.75,4.18181818181818
"445779",79,20,28,73,35,37,68,66,1.75,4.18181818181818
"445779",68,76,NA,NA,NA,NA,NA,NA,1.75,4.18181818181818
"445779",NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.18181818181818
"445779",68,67,41,71,75,31,83,69,1.75,4.18181818181818
"445779",74,69,34,79,69,37,66,72,1.75,4.18181818181818
"445779",NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.18181818181818
"445779",72,62,26,72,70,33,89,66,1.75,4.18181818181818
"445779",28,48,80,76,77,25,84,84,1.75,4.18181818181818
"445779",70,63,27,77,69,70,73,64,1.75,4.18181818181818
"445779",79,64,22,88,93,34,78,80,1.75,4.18181818181818
"445779",61,76,19,74,79,68,90,79,1.75,4.18181818181818
"445779",87,78,21,86,80,25,94,85,1.75,4.18181818181818
"445779",81,68,19,73,81,64,87,82,1.75,4.18181818181818
"445779",75,27,30,77,60,25,76,82,1.75,4.18181818181818
"445779",83,30,16,78,82,30,87,79,1.75,4.18181818181818
"445779",85,19,70,100,72,28,73,76,1.75,4.18181818181818
"445779",72,75,13,90,76,21,76,85,1.75,4.18181818181818
"445779",NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.18181818181818
"451927",41,35,0,11,20,81,70,85,0.75,2.45454545454545
"451927",30,40,0,30,11,31,90,65,0.75,2.45454545454545
"451927",10,20,0,21,15,12,60,70,0.75,2.45454545454545
"451927",5,13,0,90,20,0,11,0,0.75,2.45454545454545
"451927",36,25,0,11,49,30,40,11,0.75,2.45454545454545
"451927",70,60,0,80,20,20,70,30,0.75,2.45454545454545
"451927",6,25,0,66,61,26,20,11,0.75,2.45454545454545
"451927",16,50,0,20,36,20,36,19,0.75,2.45454545454545
"451927",60,80,0,30,20,50,19,20,0.75,2.45454545454545
"451927",20,70,0,15,41,20,40,0,0.75,2.45454545454545
"451927",41,31,0,70,60,19,20,40,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",20,50,0,10,20,20,70,90,0.75,2.45454545454545
"451927",21,85,0,65,20,40,10,15,0.75,2.45454545454545
"451927",50,70,0,41,41,35,50,60,0.75,2.45454545454545
"451927",20,50,0,0,19,11,80,95,0.75,2.45454545454545
"451927",10,15,0,20,0,5,0,0,0.75,2.45454545454545
"451927",10,50,0,20,41,10,70,70,0.75,2.45454545454545
"451927",66,31,0,15,61,44,50,80,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",10,10,0,61,5,15,70,20,0.75,2.45454545454545
"451927",11,70,0,20,10,59,70,81,0.75,2.45454545454545
"451927",16,79,0,20,20,60,70,83,0.75,2.45454545454545
"451927",65,24,0,90,20,10,11,0,0.75,2.45454545454545
"451927",61,10,0,80,30,15,10,14,0.75,2.45454545454545
"451927",70,30,0,11,70,40,70,10,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",65,40,0,11,45,10,71,80,0.75,2.45454545454545
"451927",19,85,0,9,16,21,20,11,0.75,2.45454545454545
"451927",25,20,0,15,19,11,70,85,0.75,2.45454545454545
"451927",60,21,0,0,74,15,21,15,0.75,2.45454545454545
"451927",40,41,0,60,51,15,71,40,0.75,2.45454545454545
"451927",70,19,0,8,61,11,96,91,0.75,2.45454545454545
"451927",51,64,0,70,40,10,79,41,0.75,2.45454545454545
"451927",15,90,0,15,9,61,11,91,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",30,60,0,64,20,50,19,8,0.75,2.45454545454545
"451927",55,65,0,60,40,41,40,36,0.75,2.45454545454545
"451927",36,60,0,10,20,21,10,10,0.75,2.45454545454545
"451927",26,61,0,10,10,40,11,0,0.75,2.45454545454545
"451927",61,29,4,10,20,25,85,80,0.75,2.45454545454545
"451927",35,40,0,9,21,50,20,90,0.75,2.45454545454545
"451927",50,60,0,11,30,30,21,11,0.75,2.45454545454545
"451927",85,0,0,15,76,11,90,90,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",30,35,0,65,16,21,11,30,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",70,30,0,15,21,29,79,85,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",40,60,0,20,20,40,51,76,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",31,86,0,10,40,10,20,11,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",65,15,0,40,10,41,51,61,0.75,2.45454545454545
"451927",60,60,0,21,30,20,60,20,0.75,2.45454545454545
"451927",30,50,0,19,20,20,10,90,0.75,2.45454545454545
"451927",NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.45454545454545
"451927",21,62,0,27,22,49,49,75,0.75,2.45454545454545
"451927",75,30,0,16,70,59,70,91,0.75,2.45454545454545
"534946",23,84,0,8,0,0,22,10,0.5,2.72727272727273
"534946",30,81,0,81,64,37,31,10,0.5,2.72727272727273
"534946",7,80,0,10,0,0,100,74,0.5,2.72727272727273
"534946",35,33,1,57,0,39,24,86,0.5,2.72727272727273
"534946",42,66,1,86,82,73,0,56,0.5,2.72727272727273
"534946",34,80,0,29,0,73,96,98,0.5,2.72727272727273
"534946",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.72727272727273
"534946",49,57,0,6,0,82,96,100,0.5,2.72727272727273
"534946",55,69,78,92,80,9,77,0,0.5,2.72727272727273
"534946",30,70,3,72,38,8,80,12,0.5,2.72727272727273
"534946",12,82,67,12,15,74,82,61,0.5,2.72727272727273
"534946",21,50,25,9,23,10,100,34,0.5,2.72727272727273
"534946",27,39,0,11,72,30,94,2,0.5,2.72727272727273
"534946",36,43,0,21,14,0,100,1,0.5,2.72727272727273
"534946",71,31,0,2,36,19,100,61,0.5,2.72727272727273
"534946",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.72727272727273
"534946",15,70,4,7,13,55,90,73,0.5,2.72727272727273
"534946",15,83,4,29,17,73,23,79,0.5,2.72727272727273
"534946",67,30,14,4,68,16,90,75,0.5,2.72727272727273
"534946",71,31,8,4,28,29,71,75,0.5,2.72727272727273
"534946",32,58,33,2,64,66,100,8,0.5,2.72727272727273
"534946",59,39,37,14,81,68,100,91,0.5,2.72727272727273
"534946",36,63,2,11,22,67,100,66,0.5,2.72727272727273
"534946",29,67,64,35,57,60,100,60,0.5,2.72727272727273
"534946",42,72,34,66,58,68,61,21,0.5,2.72727272727273
"534946",23,66,82,21,58,60,96,63,0.5,2.72727272727273
"534946",74,64,10,21,70,28,25,74,0.5,2.72727272727273
"534946",28,69,39,67,70,72,99,67,0.5,2.72727272727273
"534946",46,71,35,4,61,67,71,68,0.5,2.72727272727273
"534946",76,65,6,67,63,67,10,70,0.5,2.72727272727273
"534946",40,62,37,17,4,61,59,91,0.5,2.72727272727273
"534946",12,71,76,6,6,76,100,99,0.5,2.72727272727273
"534946",20,75,38,20,28,68,90,100,0.5,2.72727272727273
"534946",28,71,67,3,26,64,100,97,0.5,2.72727272727273
"534946",27,76,37,7,17,63,100,79,0.5,2.72727272727273
"534946",16,81,41,75,8,71,67,33,0.5,2.72727272727273
"534946",13,70,11,12,18,65,68,13,0.5,2.72727272727273
"534946",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.72727272727273
"534946",38,69,44,23,68,77,95,100,0.5,2.72727272727273
"534946",32,75,35,21,7,74,97,80,0.5,2.72727272727273
"534946",37,49,32,33,70,71,100,81,0.5,2.72727272727273
"534946",13,73,2,7,35,73,80,7,0.5,2.72727272727273
"534946",25,66,68,1,76,70,69,92,0.5,2.72727272727273
"534946",28,37,40,11,60,64,100,89,0.5,2.72727272727273
"534946",30,61,66,5,28,0,78,100,0.5,2.72727272727273
"534946",26,67,80,7,21,84,98,13,0.5,2.72727272727273
"534946",38,67,80,1,27,74,72,0,0.5,2.72727272727273
"534946",29,57,71,0,59,24,64,75,0.5,2.72727272727273
"534946",32,61,26,85,56,57,99,2,0.5,2.72727272727273
"534946",37,62,38,38,77,63,93,66,0.5,2.72727272727273
"534946",43,58,82,61,60,59,62,61,0.5,2.72727272727273
"534946",24,78,27,35,14,66,72,10,0.5,2.72727272727273
"534946",34,36,60,39,61,33,100,0,0.5,2.72727272727273
"534946",76,67,60,0,33,78,100,100,0.5,2.72727272727273
"534946",69,21,36,58,96,27,5,35,0.5,2.72727272727273
"534946",66,65,16,8,65,60,85,87,0.5,2.72727272727273
"534946",15,66,23,5,76,71,97,92,0.5,2.72727272727273
"534946",30,68,65,1,58,58,68,64,0.5,2.72727272727273
"534946",25,70,34,76,32,65,65,36,0.5,2.72727272727273
"534946",64,31,67,38,65,69,100,93,0.5,2.72727272727273
"534946",26,68,11,91,69,84,96,82,0.5,2.72727272727273
"534946",24,78,36,13,22,83,100,73,0.5,2.72727272727273
"534946",25,63,30,91,78,3,13,2,0.5,2.72727272727273
"534946",19,78,7,75,21,69,8,0,0.5,2.72727272727273
"534946",NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.72727272727273
"572002",52,29,36,29,59,32,66,54,1.5,5.09090909090909
"572002",34,42,58,42,41,62,34,57,1.5,5.09090909090909
"572002",66,70,28,31,63,31,33,45,1.5,5.09090909090909
"572002",24,51,56,54,57,57,57,58,1.5,5.09090909090909
"572002",60,58,55,45,53,55,59,46,1.5,5.09090909090909
"572002",54,39,53,58,33,41,59,55,1.5,5.09090909090909
"572002",71,43,60,58,60,66,60,60,1.5,5.09090909090909
"572002",34,55,63,30,59,32,61,58,1.5,5.09090909090909
"572002",35,56,60,28,60,61,33,63,1.5,5.09090909090909
"572002",55,57,40,59,64,40,58,58,1.5,5.09090909090909
"572002",52,60,50,50,50,56,57,64,1.5,5.09090909090909
"572002",52,61,62,62,61,61,59,53,1.5,5.09090909090909
"572002",NA,NA,NA,NA,NA,NA,NA,NA,1.5,5.09090909090909
"572002",100,51,40,53,63,41,60,57,1.5,5.09090909090909
"572002",70,36,65,62,62,31,68,57,1.5,5.09090909090909
"572002",38,58,60,36,58,60,61,38,1.5,5.09090909090909
"572002",33,40,61,36,61,60,43,59,1.5,5.09090909090909
"572002",23,56,58,39,57,54,54,56,1.5,5.09090909090909
"572002",39,34,42,44,45,43,42,55,1.5,5.09090909090909
"572002",65,58,59,50,36,56,59,59,1.5,5.09090909090909
"572002",67,56,56,57,58,60,58,56,1.5,5.09090909090909
"572002",NA,NA,NA,NA,NA,NA,NA,NA,1.5,5.09090909090909
"572002",58,36,59,58,58,57,59,42,1.5,5.09090909090909
"572002",56,50,64,31,62,54,58,53,1.5,5.09090909090909
"572002",32,57,59,36,60,60,62,59,1.5,5.09090909090909
"572002",63,49,60,62,50,57,30,60,1.5,5.09090909090909
"572002",57,57,54,60,50,59,59,59,1.5,5.09090909090909
"572002",70,60,61,58,56,58,64,60,1.5,5.09090909090909
"572002",73,57,57,40,67,62,64,54,1.5,5.09090909090909
"572002",59,56,57,65,61,63,65,67,1.5,5.09090909090909
"572002",54,64,59,64,62,65,23,62,1.5,5.09090909090909
"572002",29,70,62,65,60,60,66,59,1.5,5.09090909090909
"572002",67,61,60,27,50,59,57,58,1.5,5.09090909090909
"572002",57,58,62,59,59,42,57,61,1.5,5.09090909090909
"572002",64,54,32,57,53,56,60,57,1.5,5.09090909090909
"572002",60,57,57,61,50,58,53,61,1.5,5.09090909090909
"572002",24,49,52,59,50,50,61,63,1.5,5.09090909090909
"572002",65,63,58,57,62,58,64,63,1.5,5.09090909090909
"572002",58,29,61,56,52,42,57,58,1.5,5.09090909090909
"572002",55,60,50,58,39,54,63,71,1.5,5.09090909090909
"572002",55,52,62,58,50,50,57,57,1.5,5.09090909090909
"572002",33,67,66,36,50,42,50,67,1.5,5.09090909090909
"572002",59,59,67,70,50,56,64,50,1.5,5.09090909090909
"572002",57,58,50,58,60,54,64,63,1.5,5.09090909090909
"572002",58,60,61,56,40,56,59,56,1.5,5.09090909090909
"572002",61,58,65,61,61,29,59,70,1.5,5.09090909090909
"572002",67,50,33,65,56,42,24,64,1.5,5.09090909090909
"572002",71,55,33,42,36,38,34,55,1.5,5.09090909090909
"572002",51,44,50,41,48,51,57,44,1.5,5.09090909090909
"572002",33,42,56,58,55,67,45,58,1.5,5.09090909090909
"572002",54,58,54,60,54,63,59,30,1.5,5.09090909090909
"572002",27,48,44,42,55,50,40,50,1.5,5.09090909090909
"572002",56,46,48,40,39,55,43,55,1.5,5.09090909090909
"572002",42,45,57,38,34,44,37,45,1.5,5.09090909090909
"572002",44,45,60,57,57,57,54,59,1.5,5.09090909090909
"572002",65,60,55,57,52,55,57,59,1.5,5.09090909090909
"572002",38,50,53,50,54,53,55,55,1.5,5.09090909090909
"572002",31,42,55,56,53,35,43,51,1.5,5.09090909090909
"572002",59,42,40,52,47,48,50,55,1.5,5.09090909090909
"572002",50,57,51,55,57,53,54,57,1.5,5.09090909090909
"633785",40,84,12,8,5,62,3,10,1.75,3.90909090909091
"633785",36,67,14,21,14,25,46,11,1.75,3.90909090909091
"633785",26,74,16,72,28,17,30,18,1.75,3.90909090909091
"633785",55,58,11,9,7,14,7,14,1.75,3.90909090909091
"633785",29,22,17,38,21,28,27,27,1.75,3.90909090909091
"633785",42,72,13,13,21,18,16,15,1.75,3.90909090909091
"633785",74,38,25,20,26,20,18,19,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",84,14,14,8,13,15,15,5,1.75,3.90909090909091
"633785",21,16,20,9,22,8,23,18,1.75,3.90909090909091
"633785",76,12,12,13,14,14,22,17,1.75,3.90909090909091
"633785",17,22,32,35,15,28,27,22,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",82,21,18,17,10,15,17,13,1.75,3.90909090909091
"633785",39,30,14,29,23,31,19,24,1.75,3.90909090909091
"633785",23,22,57,20,14,17,19,23,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",26,22,18,20,18,21,20,16,1.75,3.90909090909091
"633785",14,24,27,19,13,26,17,22,1.75,3.90909090909091
"633785",70,68,62,24,19,17,20,26,1.75,3.90909090909091
"633785",30,63,58,67,31,27,32,71,1.75,3.90909090909091
"633785",55,26,64,54,71,62,63,62,1.75,3.90909090909091
"633785",14,15,19,54,14,18,21,59,1.75,3.90909090909091
"633785",0,86,5,5,9,8,6,8,1.75,3.90909090909091
"633785",29,33,26,28,27,26,25,26,1.75,3.90909090909091
"633785",20,22,26,24,62,30,68,19,1.75,3.90909090909091
"633785",34,33,62,65,28,26,66,70,1.75,3.90909090909091
"633785",7,7,8,8,16,11,5,7,1.75,3.90909090909091
"633785",29,30,37,37,32,68,34,35,1.75,3.90909090909091
"633785",0,100,0,0,0,0,0,0,1.75,3.90909090909091
"633785",23,26,22,68,21,32,25,72,1.75,3.90909090909091
"633785",70,18,25,22,22,23,24,25,1.75,3.90909090909091
"633785",29,31,23,25,27,23,27,27,1.75,3.90909090909091
"633785",30,25,22,70,21,22,30,20,1.75,3.90909090909091
"633785",23,66,22,19,24,64,24,24,1.75,3.90909090909091
"633785",92,18,11,17,15,12,16,13,1.75,3.90909090909091
"633785",0,100,0,0,0,0,62,0,1.75,3.90909090909091
"633785",66,15,14,15,20,19,21,17,1.75,3.90909090909091
"633785",9,16,16,24,23,17,14,22,1.75,3.90909090909091
"633785",33,26,28,26,24,26,23,25,1.75,3.90909090909091
"633785",24,31,33,34,32,55,35,34,1.75,3.90909090909091
"633785",29,24,35,51,30,27,32,41,1.75,3.90909090909091
"633785",35,40,40,42,41,38,40,41,1.75,3.90909090909091
"633785",29,31,32,36,31,30,34,37,1.75,3.90909090909091
"633785",68,28,29,24,27,26,25,22,1.75,3.90909090909091
"633785",27,25,24,26,31,28,26,27,1.75,3.90909090909091
"633785",77,23,28,32,30,34,32,30,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",17,24,28,27,22,25,25,26,1.75,3.90909090909091
"633785",51,31,28,29,30,31,29,31,1.75,3.90909090909091
"633785",19,23,31,63,29,30,29,38,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",30,35,30,32,32,30,31,29,1.75,3.90909090909091
"633785",30,35,37,34,37,36,38,36,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",35,31,22,33,32,36,28,36,1.75,3.90909090909091
"633785",27,27,33,32,28,28,35,27,1.75,3.90909090909091
"633785",33,32,32,31,32,33,37,32,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",32,23,30,29,28,27,30,28,1.75,3.90909090909091
"633785",21,27,40,35,32,40,36,36,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",32,29,32,34,38,33,39,27,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"633785",NA,NA,NA,NA,NA,NA,NA,NA,1.75,3.90909090909091
"642883",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.81818181818182
"642883",60,83,73,2,15,1,17,95,1.5,1.81818181818182
"642883",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.81818181818182
"642883",50,60,65,30,27,42,50,66,1.5,1.81818181818182
"642883",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.81818181818182
"642883",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.81818181818182
"642883",51,77,62,66,25,52,57,54,1.5,1.81818181818182
"642883",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.81818181818182
"642883",34,34,60,59,64,63,63,42,1.5,1.81818181818182
"642883",50,63,59,24,60,52,44,92,1.5,1.81818181818182
"642883",50,85,77,60,56,62,50,52,1.5,1.81818181818182
"642883",36,21,4,20,76,28,19,51,1.5,1.81818181818182
"642883",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.81818181818182
"642883",50,79,58,10,64,20,27,29,1.5,1.81818181818182
"642883",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.81818181818182
"642883",50,79,15,6,14,31,34,20,1.5,1.81818181818182
"642883",50,36,23,12,31,18,32,74,1.5,1.81818181818182
"642883",50,62,65,30,36,67,33,64,1.5,1.81818181818182
"642883",44,60,57,59,42,53,50,28,1.5,1.81818181818182
"642883",51,86,67,69,56,29,64,24,1.5,1.81818181818182
